TIME,UTIME,ITERATION,PID1,REF1,THR1,MAP1,PID2,REF2,THR2,MAP2,PID3,REF3,THR3,MAP3,PID4,REF4,THR4,MAP4,PID5,REF5,THR5,MAP5
Tue Feb  3 11:31:19 2026,1770111079,154,12182,25,24,2,0.00523343,29982,25,29,2,0.0253725
Tue Feb  3 11:31:20 2026,1770111080,155,12182,25,23,2,0.0050997,29982,25,29,2,0.0253577
Tue Feb  3 11:31:21 2026,1770111081,156,12182,25,24,2,0.00461099,29982,25,30,2,0.0253576
Tue Feb  3 11:31:22 2026,1770111082,157,12182,25,24,2,0.0045996,29982,25,30,2,0.0253702
Tue Feb  3 11:31:23 2026,1770111083,158,12182,25,24,2,0.0048452,29982,25,29,2,0.0253408
Tue Feb  3 11:31:24 2026,1770111084,159,12182,25,21,2,0.0043779,14511,25,0,0,0,29982,25,28,2,0.0253354
Tue Feb  3 11:31:26 2026,1770111086,160,12182,25,21,2,0.00492882,14511,25,0,1,0,29982,25,27,2,0.0253209
Tue Feb  3 11:31:27 2026,1770111087,161,12182,25,24,2,0.00913344,14511,25,0,1,0,29982,25,31,2,0.0252958
Tue Feb  3 11:31:28 2026,1770111088,162,12182,25,24,2,0.00913721,14511,25,0,1,0,29982,25,31,2,0.025303
Tue Feb  3 11:31:29 2026,1770111089,163,12182,25,24,2,0.00934394,14511,25,0,1,0,29982,25,31,2,0.0253102
Tue Feb  3 11:31:30 2026,1770111090,164,12182,25,23,2,0.00948896,14511,25,0,1,0,29982,25,32,2,0.0253033
Tue Feb  3 11:31:31 2026,1770111091,165,12182,25,25,2,0.0092528,14511,25,0.602511,1,0.198,29982,25,31,2,0.0253528
Tue Feb  3 11:31:32 2026,1770111092,166,12182,25,24,2,0.00958762,14511,25,5,1,0.197,29982,25,31,2,0.0253718
Tue Feb  3 11:31:33 2026,1770111093,167,12182,25,24,2,0.00904668,14511,25,5,1,0.196,29982,25,31,2,0.0253666
Tue Feb  3 11:31:34 2026,1770111094,168,12182,25,24,2,0.00908691,14511,25,6,1,0.198,29982,25,31,2,0.0253602
Tue Feb  3 11:31:35 2026,1770111095,169,12182,25,23,2,0.0104526,14511,25,5,1,0.195,29982,25,31,2,0.0254067
Tue Feb  3 11:31:36 2026,1770111096,170,12182,25,24,2,0.0114124,14511,25,5,1,0.193,29982,25,30,2,0.0253709
Tue Feb  3 11:31:37 2026,1770111097,171,12182,25,24,2,0.0115921,14511,25,5,1,0.191,29982,25,32,2,0.0253854
Tue Feb  3 11:31:38 2026,1770111098,172,12182,25,24,2,0.0109421,14511,25,5,1,0.197,29982,25,30,2,0.0253428
Tue Feb  3 11:31:39 2026,1770111099,173,12182,25,24,2,0.0118493,14511,25,5,1,0.196,29982,25,31,2,0.0253432
Tue Feb  3 11:31:40 2026,1770111100,174,12182,25,24,2,0.011438,14511,25,6,1,0.192,29982,25,31,2,0.0253796
Tue Feb  3 11:31:41 2026,1770111101,175,12182,25,24,2,0.01103,14511,25,5,1,0.193,29982,25,31,2,0.0253981
Tue Feb  3 11:31:42 2026,1770111102,176,12182,25,25,2,0.0120237,14511,25,5,1,0.194,29982,25,30,2,0.0253816
Tue Feb  3 11:31:43 2026,1770111103,177,12182,25,24,2,0.0116618,14511,25,5,1,0.196,29982,25,31,2,0.025386
Tue Feb  3 11:31:44 2026,1770111104,178,12182,25,24,2,0.0118141,14511,25,5,1,0.192,29982,25,31,2,0.0253781
Tue Feb  3 11:31:45 2026,1770111105,179,12182,25,24,2,0.0119632,14511,25,5,1,0.193,29982,25,31,2,0.0253762
Tue Feb  3 11:31:46 2026,1770111106,180,12182,25,24,2,0.0114772,14511,25,5,1,0.195,29982,25,31,2,0.0253891
Tue Feb  3 11:31:47 2026,1770111107,181,12182,25,24,2,0.0115458,14511,25,6,1,0.197,29982,25,31,2,0.0254032
Tue Feb  3 11:31:48 2026,1770111108,182,12182,25,24,2,0.0108795,14511,25,5,1,0.195,29982,25,31,2,0.025401
Tue Feb  3 11:31:49 2026,1770111109,183,12182,25,24,2,0.012533,14511,25,5,1,0.189,29982,25,32,2,0.0253859
Tue Feb  3 11:31:50 2026,1770111110,184,12182,25,24,2,0.0122081,14511,25,5,1,0.191,29982,25,30,2,0.0254023
Tue Feb  3 11:31:51 2026,1770111111,185,12182,25,22,2,0.011913,14511,25,5,1,0.192,29982,25,28,2,0.025377
Tue Feb  3 11:31:52 2026,1770111112,186,12182,25,22,2,0.0121609,14511,25,6,1,0.191,29982,25,27,2,0.0253886
Tue Feb  3 11:31:53 2026,1770111113,187,12182,25,24,2,0.0116791,14511,25,5,1,0.193,29982,25,30,2,0.0254147
Tue Feb  3 11:31:54 2026,1770111114,188,12182,25,24,2,0.0119901,14511,25,5,1,0.189,29982,25,31,2,0.0254251
Tue Feb  3 11:31:55 2026,1770111115,189,12182,25,24,2,0.0119901,14511,25,5,1,0.197,29982,25,29,2,0.0253427
Tue Feb  3 11:31:56 2026,1770111116,190,12182,25,24,2,0.0116587,14511,25,6,1,0.193,29982,25,30,2,0.0253706
Tue Feb  3 11:31:57 2026,1770111117,191,12182,25,24,2,0.0125634,14511,25,5,1,0.18,29982,25,31,2,0.02543
Tue Feb  3 11:31:58 2026,1770111118,192,12182,25,24,2,0.0126453,14511,25,6,1,0.184,29982,25,30,2,0.0254304
Tue Feb  3 11:31:59 2026,1770111119,193,12182,25,24,2,0.0115372,14511,25,5,1,0.184,29982,25,30,2,0.0254016
Tue Feb  3 11:32:00 2026,1770111120,194,12182,25,24,2,0.0118354,14511,25,5,1,0.183,29982,25,31,2,0.0253846
Tue Feb  3 11:32:01 2026,1770111121,195,12182,25,24,2,0.0130465,14511,25,6,1,0.182,29982,25,30,2,0.0254085
Tue Feb  3 11:32:02 2026,1770111122,196,12182,25,24,2,0.0133813,14511,25,5,1,0.186,29982,25,31,2,0.0253647
Tue Feb  3 11:32:03 2026,1770111123,197,12182,25,24,2,0.0118795,14511,25,5,1,0.19,29982,25,30,2,0.0253882
Tue Feb  3 11:32:04 2026,1770111124,198,12182,25,24,2,0.0118474,14511,25,6,1,0.189,29982,25,31,2,0.0253646
Tue Feb  3 11:32:05 2026,1770111125,199,12182,25,24,2,0.0130461,14511,25,5,1,0.187,29982,25,31,2,0.025408
Tue Feb  3 11:32:08 2026,1770111128,200,12182,25,24,2,0.0105058,14511,25,6,1,0.181,29982,25,32,2,0.0254156
Tue Feb  3 11:32:11 2026,1770111131,201,12182,25,20,2,0.0113986,29982,25,28,2,0.0254071
Tue Feb  3 11:32:16 2026,1770111136,202,29982,25,26,1,0.0255882
Tue Feb  3 11:32:20 2026,1770111140,203,29982,25,29,1,0.0252981
Tue Feb  3 11:32:22 2026,1770111142,204,29982,25,31,1,0.0252933
Tue Feb  3 11:32:25 2026,1770111145,205
Tue Feb  3 11:32:28 2026,1770111148,206
